X	Y	Species	Type	Diam	Height
95.12	299.332	QUKE	Adult	7.571	0
79.766	153.562	QUKE	Adult	5.887	0
226.337	124.884	QUKE	Adult	19.4	0
29.472	97.567	QUKE	Adult	6.006	0
276.228	136.476	QUKE	Adult	3.268	0
172.097	62.555	QUKE	Adult	7.331	0
162.952	21.192	QUKE	Adult	14.812	0
212.045	134.888	QUKE	Adult	1.694	0
183.408	211.546	QUKE	Adult	3.196	0
277.043	185.886	QUKE	Adult	22.39	0
36.186	278.937	QUKE	Adult	7.12	0
156.815	293.119	QUKE	Adult	14.012	0
285.071	85.47	QUKE	Adult	22.951	0
256.388	55.827	QUKE	Adult	11.976	0
110.851	148.859	QUKE	Adult	12.939	0
264.387	108.974	QUKE	Adult	4.275	0
232.693	229.34	QUKE	Adult	17.393	0
165.844	277.541	QUKE	Adult	12.063	0
248.099	220.32	QUKE	Adult	5.161	0
88.946	66.702	QUKE	Adult	3.401	0
44.074	72.427	QUKE	Adult	1.472	0
22.631	216.3	QUKE	Adult	12.52	0
276.201	95.147	QUKE	Adult	8.196	0
59.464	75.41	QUKE	Adult	14.504	0
218.617	94.314	QUKE	Adult	17.528	0
88.808	290.33	QUKE	Adult	12.661	0
216.701	204.453	QUKE	Adult	11.119	0
234.964	219.881	QUKE	Adult	4.79	0
229.283	128.237	QUKE	Adult	19.491	0
267.295	65.936	QUKE	Adult	11.905	0
107.599	52.101	QUKE	Adult	6.418	0
89.805	212.038	QUKE	Adult	5.222	0
207.294	197.306	QUKE	Adult	12.775	0
195.373	130.117	QUKE	Adult	14.948	0
114.791	173.074	QUKE	Adult	11.642	0
87.523	33.639	QUKE	Adult	1.58	0
70.31	255.52	QUKE	Adult	7.632	0
135.412	42.196	QUKE	Adult	11.354	0
170.58	48.748	QUKE	Adult	3.971	0
73.751	73.092	QUKE	Adult	22.123	0
277.805	17.957	QUKE	Adult	15.01	0
205.179	248.064	QUKE	Adult	3.901	0
15.052	201.594	QUKE	Adult	19.488	0
224.873	42.489	QUKE	Adult	9.534	0
262.712	208.724	QUKE	Adult	2.894	0
139.193	222.268	QUKE	Adult	13.257	0
44.036	286.18	QUKE	Adult	5.255	0
209.16	138.865	QUKE	Adult	10.886	0
62.532	294.795	QUKE	Adult	20.856	0
135.346	64.661	QUKE	Adult	1.441	0
189.056	171.134	QUKE	Adult	5.607	0
215.999	93.932	QUKE	Adult	6.268	0
222.282	49.713	QUKE	Adult	8.501	0
282.795	145.43	QUKE	Adult	3.864	0
249.116	90.92	QUKE	Adult	11.602	0
149.236	134.007	QUKE	Adult	20.593	0
46.475	45.846	QUKE	Adult	1.734	0
202.133	219.778	QUKE	Adult	10.646	0
160.132	158.597	QUKE	Adult	12.257	0
137.502	52.411	QUKE	Adult	12.311	0
