X	Y	Species	Type	Diam	Height
236.762	46.36	CADE	Adult	12.915	0
202.898	250.209	CADE	Adult	30.968	0
31.922	185.454	CADE	Adult	26.373	0
286.186	244.399	CADE	Adult	31.157	0
1.18	156.41	CADE	Adult	25.528	0
122.493	224.842	CADE	Adult	17.497	0
206.374	241.415	CADE	Adult	26.493	0
91.881	146.564	CADE	Adult	8.604	0
274.802	270.941	CADE	Adult	15.913	0
150.305	255.454	CADE	Adult	31.148	0
162.824	87.019	CADE	Adult	19.647	0
44.546	43.949	CADE	Adult	12.428	0
154.788	289.504	CADE	Adult	12.195	0
85.245	186.349	CADE	Adult	18.456	0
204.398	47.342	CADE	Adult	20.979	0
241.401	190.077	CADE	Adult	28.937	0
13.609	143.173	CADE	Adult	18.472	0
274.182	126.101	CADE	Adult	26.131	0
234.379	93.143	CADE	Adult	6.156	0
2.302	71.015	CADE	Adult	12.474	0
227.598	218.115	CADE	Adult	28.342	0
50.867	109.867	CADE	Adult	12.322	0
208.841	93.39	CADE	Adult	9.142	0
0.71	187.962	CADE	Adult	3.073	0
188.725	137.282	CADE	Adult	79.074	0
114.551	55.399	CADE	Adult	17.856	0
247.97	67.45	CADE	Adult	11.954	0
221.328	47.829	CADE	Adult	17.194	0
172.675	202.058	CADE	Adult	7.68	0
118.218	198.685	CADE	Adult	4.463	0
81.321	60.86	CADE	Adult	18.444	0
201.469	25.212	CADE	Adult	30.16	0
145.12	154.366	CADE	Adult	15.252	0
87.271	228.516	CADE	Adult	15.865	0
260.161	105.497	CADE	Adult	12.274	0
168.682	186.922	CADE	Adult	11.391	0
98.152	162.89	CADE	Adult	27.273	0
206.896	112.286	CADE	Adult	26.344	0
269.479	62.398	CADE	Adult	37.275	0
230.325	210.055	CADE	Adult	16.276	0
24.28	197.661	CADE	Adult	17.656	0
160.869	198.064	CADE	Adult	16.717	0
43.471	84.532	CADE	Adult	14.101	0
267.758	269.557	CADE	Adult	99.553	0
171.611	238.008	CADE	Adult	5.821	0
148.271	159.307	CADE	Adult	33.158	0
288.669	99.789	CADE	Adult	25.664	0
252.797	153.668	CADE	Adult	21.845	0
177.665	207.724	CADE	Adult	17.131	0
93.724	215.979	CADE	Adult	18.575	0
36.029	294.344	CADE	Adult	7.766	0
60.921	3.453	CADE	Adult	23.172	0
216.701	0.778	CADE	Adult	17.035	0
238.792	122.637	CADE	Adult	26.433	0
80.904	254.477	CADE	Adult	8.24	0
165.332	232.806	CADE	Adult	10.238	0
54.145	191.834	CADE	Adult	25.884	0
36.731	289.32	CADE	Adult	29.817	0
76.629	251.896	CADE	Adult	12.497	0
178.274	220.909	CADE	Adult	12.902	0
177.932	156.452	CADE	Adult	14.873	0
137.6	67.976	CADE	Adult	16.192	0
276.825	0.131	CADE	Adult	6.306	0
22.793	254.616	CADE	Adult	29.067	0
100.004	201.647	CADE	Adult	9.429	0
265.486	29.392	CADE	Adult	17.774	0
204.231	129.705	CADE	Adult	4.057	0
141.226	56.566	CADE	Adult	9.571	0
200.56	157.424	CADE	Adult	7.867	0
18.636	121.822	CADE	Adult	22.755	0
106.005	193.287	CADE	Adult	12.719	0
31.787	5.415	CADE	Adult	6.327	0
19.444	100.231	CADE	Adult	8.285	0
99.063	230.64	CADE	Adult	5.08	0
185.596	233.639	CADE	Adult	8.731	0
127.859	285.766	CADE	Adult	32.098	0
231.736	227.006	CADE	Adult	11.114	0
132.511	51.706	CADE	Adult	9.406	0
179.202	223.348	CADE	Adult	17.592	0
183.969	109.931	CADE	Adult	18.844	0
74.249	224.402	CADE	Adult	24.987	0
291.319	213.965	CADE	Adult	10.861	0
201.302	136.375	CADE	Adult	0.183	0
196.492	211.204	CADE	Adult	13.548	0
215.671	53.436	CADE	Adult	6.75	0
