X	Y	Species	Type	Diam
19.61	199.58	ABMA	Adult	10.88
88.86	111.35	ABMA	Adult	19.01
45.15	111.03	ABMA	Adult	3.56
145.74	149.5	ABMA	Adult	33.9
155.96	222.14	ABMA	Adult	4.85
121.01	136.98	ABMA	Adult	0.98
181.25	195.21	ABMA	Adult	1.25
213.98	11.98	ABMA	Adult	8.09
183.15	180.76	ABMA	Adult	21.16
200.22	119.24	ABMA	Adult	1.88
120.14	8.74	ABMA	Adult	1.35
49.3	122.56	ABMA	Adult	1.1
91.35	195.59	ABMA	Adult	13.84
233	20.85	ABMA	Adult	61.25
243.22	132.7	ABMA	Adult	11.94
9.39	260.29	ABMA	Adult	11.84
137.63	1.32	ABMA	Adult	62.72
2.31	100.56	ABMA	Adult	3.66
85.08	276.17	ABMA	Adult	209.78
245.17	242.52	ABMA	Adult	9.85
142.82	249.04	ABMA	Adult	202.84
288.03	271.84	ABMA	Adult	37.07
133.61	289.94	ABMA	Adult	13.08
101.74	218.43	ABMA	Adult	52.07
134.19	110.47	ABMA	Adult	19.93
0.02	186.17	ABMA	Adult	123.65
22.36	167.49	ABMA	Adult	5.17
22.9	219.3	ABMA	Adult	34.51
283.98	17.41	ABMA	Adult	0.91
235.46	162.3	ABMA	Adult	25.21
243.8	286.21	ABMA	Adult	174.16
298.68	118.36	ABMA	Adult	43.45
293.18	65.67	ABMA	Adult	3.44
132.01	134.06	ABMA	Adult	3.74
57.43	293.3	ABMA	Adult	35.05
153.55	242.44	ABMA	Adult	391.84
146.34	282.21	ABMA	Adult	75.45
207.54	118.37	ABMA	Adult	29.9
78.53	119.45	ABMA	Adult	80.34
94.54	175.55	ABMA	Adult	4.75
211.52	27.71	ABMA	Adult	65.89
128.96	51.98	ABMA	Adult	20.84
118.05	207.57	ABMA	Adult	3.19
235.62	223.39	ABMA	Adult	7.37
216.59	84.93	ABMA	Adult	13
116.03	128.75	ABMA	Adult	2.59
254.06	45.87	ABMA	Adult	42.68
242.58	202.74	ABMA	Adult	95.2
174.74	95.16	ABMA	Adult	128.7
182.86	212.91	ABMA	Adult	8.08
248.32	270.91	ABMA	Adult	1.98
241.34	100.39	ABMA	Adult	3.34
191.81	74.46	ABMA	Adult	45.05
277.54	186.98	ABMA	Adult	11.27
108.97	271.12	ABMA	Adult	5.25
6.57	164.58	ABMA	Adult	4
4.86	226.07	ABMA	Adult	4.78
269.8	11.73	ABMA	Adult	313.53
194.33	113.09	ABMA	Adult	44.01
84.21	107.11	ABMA	Adult	26.92
125.3	176.74	ABMA	Adult	13.05
243.88	214.66	ABMA	Adult	22.87
221.92	194.88	ABMA	Adult	177.25
238.69	162.07	ABMA	Adult	64.8
93.79	221.68	ABMA	Adult	5.8
262.17	121.58	ABMA	Adult	4.55
146.3	118.2	ABMA	Adult	48.47
142.37	45.98	ABMA	Adult	0.78
294.29	299.86	ABMA	Adult	2.44
175.92	43.16	ABMA	Adult	6.2
162.45	218.98	ABMA	Adult	30.77
210.9	287.48	ABMA	Adult	8.08
207.27	271.58	ABMA	Adult	19.13
284.5	230.35	ABMA	Adult	19.82
143.83	75.14	ABMA	Adult	0.19
187.87	34.76	ABMA	Adult	9.29
26.35	218.55	ABMA	Adult	2.13
216.07	169.43	ABMA	Adult	5.51
3.33	251.8	ABMA	Adult	38.72
219.05	93.34	ABMA	Adult	16.3
165.61	29.55	ABMA	Adult	2.75
101.56	210.09	ABMA	Adult	65.77
41.22	183.31	ABMA	Adult	0.49
199.37	234.34	ABMA	Adult	22.02
193.19	85.77	ABMA	Adult	54.54
182.98	173.24	ABMA	Adult	154.55
149.57	202.99	ABMA	Adult	3.9
186.08	20.44	ABMA	Adult	0.68
281.69	286.93	ABMA	Adult	13.79
148.87	155.82	ABMA	Adult	13.61
82.48	144.34	ABMA	Adult	6.07
127.38	229.01	ABMA	Adult	5.59
133.16	250.94	ABMA	Adult	7.78
196.46	278.2	ABMA	Adult	23.85
112.85	77.63	ABMA	Adult	1.01
190.76	150.49	ABMA	Adult	1.35
64	149.44	ABMA	Adult	264.96
74.88	243.88	ABMA	Adult	3.19
165.52	64.89	ABMA	Adult	96.37
225.18	135.2	ABMA	Adult	21.4
230.55	230.72	ABMA	Adult	11.09
42.73	282.54	ABMA	Adult	6.99
58.64	166.11	ABMA	Adult	2.32
141.56	242.79	ABMA	Adult	2.62
57.58	220.48	ABMA	Adult	27.19
145.81	204.53	ABMA	Adult	147.82
146.81	157.92	ABMA	Adult	5.02
175.38	54.66	ABMA	Adult	24.72
257.07	19.02	ABMA	Adult	43.84
267.9	274.86	ABMA	Adult	50.23
71.61	158.41	ABMA	Adult	25.58
125.16	42.85	ABMA	Adult	14.62
74.85	156.05	ABMA	Adult	3.61
193.51	101.37	ABMA	Adult	11.16
225.01	85	ABMA	Adult	1.4
101.75	105.73	ABMA	Adult	26.74
87.91	285.6	ABMA	Adult	0.83
73.93	252.04	ABMA	Adult	14.96
221.71	191.54	ABMA	Adult	5.24
104.89	186.35	ABMA	Adult	22.79
169.51	203.08	ABMA	Adult	2.06
138.67	189.6	ABMA	Adult	9.52
4.31	156.94	ABMA	Adult	96.45
291.52	78.95	ABMA	Adult	2.35
180.18	171.81	ABMA	Adult	11.53
176.37	40.22	ABMA	Adult	28.07
247.54	279.56	ABMA	Adult	18.29
116.76	194.22	ABMA	Adult	37.91
156.31	209.72	ABMA	Adult	123.3
216.71	84.18	ABMA	Adult	75.15
118.63	248.71	ABMA	Adult	373.78
153.05	15.66	ABMA	Adult	1.36
143.46	241.75	ABMA	Adult	12.24
5.11	183.74	ABMA	Adult	2.4
141.37	13.79	ABMA	Adult	75.51
232.26	251.8	ABMA	Adult	2.61
60.29	277.88	ABMA	Adult	18.8
75.93	132.6	ABMA	Adult	12.71
199.4	99.29	ABMA	Adult	0.82
51.05	156.11	ABMA	Adult	2.04
204.42	17.87	ABMA	Adult	115.48
59.23	177.48	ABMA	Adult	13.19
98.15	184.48	ABMA	Adult	63.91
115.84	248.71	ABMA	Adult	2.46
145.48	14.47	ABMA	Adult	166.19
61.65	117.62	ABMA	Adult	65.11
99.92	144.43	ABMA	Adult	3.53
292.16	258.63	ABMA	Adult	38.12
283.12	224.89	ABMA	Adult	4.34
21.7	162.38	ABMA	Adult	2.11
143.45	104.56	ABMA	Adult	106.33
41.26	193.42	ABMA	Adult	19.31
224.73	135.54	ABMA	Adult	1.28
117.82	148.07	ABMA	Adult	120.96
179.99	189.97	ABMA	Adult	2.25
179.77	235.92	ABMA	Adult	0.96
250.29	230.11	ABMA	Adult	134.42
214.37	250.88	ABMA	Adult	18.42
117.91	185.77	ABMA	Adult	40.58
82.62	215.25	ABMA	Adult	9.1
152.78	213.7	ABMA	Adult	2.56
225.38	111.98	ABMA	Adult	7.02
242.91	177.26	ABMA	Adult	44.89
247.95	222.18	ABMA	Adult	28.03
253.99	186.4	ABMA	Adult	6.18
155.11	296.42	ABMA	Adult	0.79
179.67	105.06	ABMA	Adult	80.11
237.35	250.15	ABMA	Adult	33.69
248.18	119.59	ABMA	Adult	3.79
141.66	53.31	ABMA	Adult	5.67
40.72	220.84	ABMA	Adult	7.26
182.1	270.8	ABMA	Adult	1.54
279.08	221.64	ABMA	Adult	174.23
68.46	271.44	ABMA	Adult	38.52
41.8	186.55	ABMA	Adult	2.95
138.24	172.8	ABMA	Adult	6.26
119.81	45.08	ABMA	Adult	4.43
219.24	237.55	ABMA	Adult	3.34
58.5	284.05	ABMA	Adult	120.11
252.99	236.92	ABMA	Adult	12.18
255.71	138.33	ABMA	Adult	6.82
297.84	6.43	ABMA	Adult	149.94
194.38	213.85	ABMA	Adult	4.64
4.6	213.94	ABMA	Adult	13.72
265.12	107.08	ABMA	Adult	50.78
190.96	274.2	ABMA	Adult	10.68
293.85	20.4	ABMA	Adult	159.43
81.74	223.45	ABMA	Adult	269.38
201.31	102.29	ABMA	Adult	3.51
133.14	226.85	ABMA	Adult	1.4
207.86	155.01	ABMA	Adult	11.27
30.77	251.2	ABMA	Adult	4.68
