X	Y	Species	Type	Diam
251.47	193.2	ABCO	Adult	23.06
73.26	215.03	ABCO	Adult	31.16
237.09	282.05	ABCO	Adult	9.78
233.09	144.17	ABCO	Adult	6.02
255.68	105.98	ABCO	Adult	5.28
276.52	216.94	ABCO	Adult	11.17
173.14	270.05	ABCO	Adult	13.59
256.59	285.94	ABCO	Adult	90.71
119.16	82.33	ABCO	Adult	1.65
8.35	175.05	ABCO	Adult	12.34
152.55	159.04	ABCO	Adult	5.38
217.35	68.71	ABCO	Adult	26.47
72.47	132.36	ABCO	Adult	54.83
91.4	295.17	ABCO	Adult	6.23
151.3	176.57	ABCO	Adult	8.5
273.77	24	ABCO	Adult	10.93
194.3	264.19	ABCO	Adult	21.75
36.52	219	ABCO	Adult	6.72
75.57	281.12	ABCO	Adult	24.29
228.5	189.31	ABCO	Adult	87.85
291.48	281.8	ABCO	Adult	9.95
23.17	269.82	ABCO	Adult	213.91
255.69	154.15	ABCO	Adult	4.43
75.61	177.44	ABCO	Adult	2.31
259.02	235.6	ABCO	Adult	5.55
170.82	158.1	ABCO	Adult	11.81
78.39	261.13	ABCO	Adult	17.56
254.55	235.81	ABCO	Adult	47.36
277.98	123.38	ABCO	Adult	6.47
70.83	134.68	ABCO	Adult	23.53
260.85	35.58	ABCO	Adult	16.41
154.33	36.33	ABCO	Adult	20.6
167.67	111.48	ABCO	Adult	33.5
156.6	36.49	ABCO	Adult	55
236.31	289.23	ABCO	Adult	9.39
167.59	80.39	ABCO	Adult	32.57
154.43	151.86	ABCO	Adult	8.03
220.57	245.32	ABCO	Adult	3.4
219.08	106.52	ABCO	Adult	6.93
96.32	248.92	ABCO	Adult	20.24
53.58	113.52	ABCO	Adult	6.42
17.96	76.79	ABCO	Adult	31.35
98.64	91.96	ABCO	Adult	9.94
229.86	243.5	ABCO	Adult	7.26
107.59	130.52	ABCO	Adult	26.44
8.73	133.37	ABCO	Adult	5.42
177.22	98.67	ABCO	Adult	7.62
103.19	126.39	ABCO	Adult	12.17
145.92	85.23	ABCO	Adult	4.07
197.38	265.27	ABCO	Adult	31.68
188.54	167.41	ABCO	Adult	13.56
85.37	157.06	ABCO	Adult	9.84
255.58	104.34	ABCO	Adult	2.02
268.92	153.28	ABCO	Adult	24.01
44.23	186.91	ABCO	Adult	29.79
45.99	174.81	ABCO	Adult	19.88
111.64	237.46	ABCO	Adult	19.02
285.44	26.39	ABCO	Adult	65.88
154.29	154.03	ABCO	Adult	14.95
41.78	166.27	ABCO	Adult	10.58
69.9	75.74	ABCO	Adult	1.69
75.84	233.22	ABCO	Adult	55.14
242.42	109	ABCO	Adult	48.5
289.52	128.98	ABCO	Adult	17.44
49.68	212.08	ABCO	Adult	7.59
103.8	227.01	ABCO	Adult	4.32
5.07	186.86	ABCO	Adult	5.85
174.95	11.44	ABCO	Adult	23.84
153.45	174.26	ABCO	Adult	5.87
285.01	137.26	ABCO	Adult	5.19
213.21	287.01	ABCO	Adult	1.63
215.93	232.93	ABCO	Adult	2.78
32.55	196.53	ABCO	Adult	16.61
192.16	299.21	ABCO	Adult	8.84
183.03	148.11	ABCO	Adult	20.65
139.4	221.14	ABCO	Adult	34.96
162.53	80.67	ABCO	Adult	26.03
254.36	73.01	ABCO	Adult	44.76
181.01	217.67	ABCO	Adult	7.19
184.8	213.66	ABCO	Adult	6.1
136	285.79	ABCO	Adult	1.93
31.09	154.03	ABCO	Adult	12.4
161.88	139.8	ABCO	Adult	8.47
176.84	190.15	ABCO	Adult	3.08
113.34	106.26	ABCO	Adult	11.66
33.06	289.58	ABCO	Adult	1.06
84.94	232.52	ABCO	Adult	2.4
202.52	251.16	ABCO	Adult	220.3
11.51	273.8	ABCO	Adult	6.4
171.17	223.48	ABCO	Adult	12.94
207.91	250.77	ABCO	Adult	9.55
51.99	92.54	ABCO	Adult	7.68
199.31	78.64	ABCO	Adult	9.11
222.08	204.73	ABCO	Adult	9.02
273.94	247.39	ABCO	Adult	17.19
218.24	152.81	ABCO	Adult	1.96
285.42	38.32	ABCO	Adult	4.43
236.55	181.12	ABCO	Adult	118.32
183.06	159.52	ABCO	Adult	95.96
299	291.19	ABCO	Adult	7.35
227.72	164.65	ABCO	Adult	2.66
110.01	171.24	ABCO	Adult	53
80.99	213.19	ABCO	Adult	3.53
82.41	103.81	ABCO	Adult	5.58
263.28	145.41	ABCO	Adult	4.2
15.83	247.13	ABCO	Adult	2.47
78.41	271.51	ABCO	Adult	23.99
244.09	264.5	ABCO	Adult	61.21
161.58	65.87	ABCO	Adult	24.01
153.7	188.21	ABCO	Adult	6.03
34.81	259.73	ABCO	Adult	99.06
52.07	168.04	ABCO	Adult	75.23
127.99	106.37	ABCO	Adult	38.04
100.54	169.88	ABCO	Adult	47.84
1.64	246.37	ABCO	Adult	61.57
241.46	271.63	ABCO	Adult	40.82
137.19	118.01	ABCO	Adult	67.72
107.75	269.29	ABCO	Adult	43.26
196.45	80.57	ABCO	Adult	6.56
5.25	264.39	ABCO	Adult	18.26
112.98	160.25	ABCO	Adult	2.41
98.21	224.98	ABCO	Adult	70.48
215.38	83.87	ABCO	Adult	7.02
129.52	283.82	ABCO	Adult	3.79
234.91	282.23	ABCO	Adult	25
242.47	193.85	ABCO	Adult	11.65
119.74	208.32	ABCO	Adult	19.68
266.8	194.87	ABCO	Adult	10.45
145.27	208.36	ABCO	Adult	4.62
148.16	211.84	ABCO	Adult	20.87
132.29	209.53	ABCO	Adult	4.4
292.4	286.97	ABCO	Adult	0.68
147.1	210.76	ABCO	Adult	18.74
65.35	244.43	ABCO	Adult	5.01
13.78	246.33	ABCO	Adult	4.49
170.51	161.06	ABCO	Adult	1.27
177.2	61.18	ABCO	Adult	13.54
181.86	61.57	ABCO	Adult	25.46
294.88	134.86	ABCO	Adult	11.94
126.71	223.67	ABCO	Adult	3.09
191.49	120.22	ABCO	Adult	36.85
11.97	286.75	ABCO	Adult	24.49
148.4	70.3	ABCO	Adult	2.4
201.34	192.02	ABCO	Adult	53.74
117	143.74	ABCO	Adult	21.74
104.3	107.9	ABCO	Adult	27.29
77.81	234.67	ABCO	Adult	36.99
295.5	298.14	ABCO	Adult	14.54
282.78	123.31	ABCO	Adult	20.67
21.06	229.29	ABCO	Adult	12.21
101.58	203.13	ABCO	Adult	28.23
110.15	171.37	ABCO	Adult	3.33
24.9	147.49	ABCO	Adult	29.4
251.27	162.17	ABCO	Adult	5.68
298.58	159.32	ABCO	Adult	8.96
