X	Y	Species	Type	Diam	Height
60.6986705912277	286.901223636232	ABMA	Adult	2.60183254923787	0
123.753243125975	155.367448017932	ABMA	Adult	2.19624509169046	0
297.072779084556	288.82393380627	ABMA	Adult	8.48091737654544	0
216.174569749273	77.1046688547358	ABMA	Adult	2.94972123718766	0
19.6521357866004	70.6826178822666	ABMA	Adult	3.41529763604141	0
162.378104799427	219.066205015406	ABMA	Adult	19.2931736575978	0
266.389735392295	22.0396254211664	ABMA	Adult	4.10437383288153	0
163.270828477107	212.68003473524	ABMA	Adult	3.33869282491947	0
198.360731313005	223.162747104652	ABMA	Adult	1.71718506389847	0
258.361322921701	6.30805401597172	ABMA	Adult	7.60840223840211	0
36.4304347895086	268.124633305706	ABMA	Adult	5.44489402413909	0
257.548140711151	145.695907250047	ABMA	Adult	4.76785224128313	0
157.315750652924	100.014896714129	ABMA	Adult	11.853306084356	0
155.058182543144	27.8511391254142	ABMA	Adult	18.4333231896866	0
48.3393108006567	175.533276633359	ABMA	Adult	8.22259482630701	0
133.033452392556	33.327467716299	ABMA	Adult	14.212751200828	0
160.110224294476	193.075648904778	ABMA	Adult	1.51845492491666	0
222.033992456272	45.3197870403528	ABMA	Adult	0.534597511426406	0
71.9196829246357	265.109377820045	ABMA	Adult	1.32820165365024	0
166.589218354784	179.871566640213	ABMA	Adult	4.7648787824071	0
42.7014251472428	25.2321865875274	ABMA	Adult	2.34426050642023	0
42.7678887499496	122.325898963027	ABMA	Adult	2.18865954930097	0
167.586183920503	97.7165864780545	ABMA	Adult	2.20986478247023	0
210.183994215913	193.706556013785	ABMA	Adult	5.43070576350657	0
259.516303357668	109.238820942119	ABMA	Adult	23.8645375935123	0
189.785988628864	103.054888523184	ABMA	Adult	10.9081886772085	0
261.161084566265	39.9323566351086	ABMA	Adult	2.42510486461256	0
185.804818058386	158.404889912345	ABMA	Adult	2.35172432924945	0
172.735930862837	162.136451387778	ABMA	Adult	12.4680678440846	0
279.949629656039	206.552668148652	ABMA	Adult	13.454973481285	0
92.6302617648616	179.471436934546	ABMA	Adult	3.44314529670222	0
167.239085258916	29.3426249641925	ABMA	Adult	6.47725460639892	0
193.716688407585	231.859114556573	ABMA	Adult	5.84150738340571	0
101.923570968211	41.7245771968737	ABMA	Adult	4.23614841519476	0
33.1967355916277	170.525255380198	ABMA	Adult	13.3767622871987	0
14.7154938429594	210.429704678245	ABMA	Adult	2.33913306795149	0
215.515795745887	16.6110944934189	ABMA	Adult	4.94009372744407	0
132.70537450444	186.291682929732	ABMA	Adult	8.05698867646122	0
235.340153309517	36.5599800366908	ABMA	Adult	12.4201957861615	0
240.720867575146	246.633063163608	ABMA	Adult	59.1153895288246	0
53.3985229209065	69.5422100136057	ABMA	Adult	0.697220200423249	0
232.062941626646	17.565492563881	ABMA	Adult	4.36448877318955	0
163.822746626101	114.849369646981	ABMA	Adult	5.34997199460702	0
93.5189266456291	37.6046214485541	ABMA	Adult	6.79144132471359	0
106.361644528806	51.1397128924727	ABMA	Adult	6.09108339106632	0
168.985386192799	140.404747612774	ABMA	Adult	0.520698633388032	0
259.573632432148	294.055465352722	ABMA	Adult	1.89591891472433	0
167.763516353443	218.477818812244	ABMA	Adult	1.38831635301205	0
59.1767537640408	256.767678447068	ABMA	Adult	12.6403914820888	0
169.684562715702	277.597140823491	ABMA	Adult	66.6562669807713	0
269.291846361011	295.826747571118	ABMA	Adult	6.61906940090962	0
53.9954470703378	247.790604201145	ABMA	Adult	5.03430120665326	0
137.287445459515	26.2132182950154	ABMA	Adult	2.13580589368821	0
177.565302676521	6.36604966130108	ABMA	Adult	0.972778925270535	0
20.7152827642858	205.354926525615	ABMA	Adult	0.898578404941401	0
198.338168906048	116.747715789825	ABMA	Adult	1.44443695367948	0
175.713306083344	136.778811388649	ABMA	Adult	4.37441062669645	0
86.1627711681649	219.775741919875	ABMA	Adult	14.2770445327244	0
78.2435110537335	36.4036393119022	ABMA	Adult	22.419438356678	0
21.1424394976348	214.207436260767	ABMA	Adult	14.5593129550012	0
194.313068711199	264.914690027945	ABMA	Adult	7.96889918120846	0
46.0577337769791	207.353606633842	ABMA	Adult	7.73062454567306	0
231.091134552844	216.041770926677	ABMA	Adult	3.95393052780387	0
97.6666060974821	173.062509926967	ABMA	Adult	21.3100198405981	0
16.0795809002593	49.4826165726408	ABMA	Adult	5.6168281208865	0
19.9668847722933	20.049872319214	ABMA	Adult	5.38697016182624	0
16.4443810237572	246.751363808289	ABMA	Adult	2.19371906790431	0
177.185289817862	234.818868502043	ABMA	Adult	7.74529286619458	0
130.771723086946	5.24770114570856	ABMA	Adult	7.42715917355147	0
19.7984535014257	79.9192526377738	ABMA	Adult	5.78343524941986	0
115.824985736981	28.2494775485247	ABMA	Adult	33.9559177245049	0
49.3446088861674	177.860061032698	ABMA	Adult	2.49976293509388	0
81.526796054095	129.737989394926	ABMA	Adult	21.6307526247144	0
162.402214296162	44.4276380818337	ABMA	Adult	5.87875604080161	0
169.552779011428	222.473240364343	ABMA	Adult	38.2085957797446	0
105.690310313366	240.40243125055	ABMA	Adult	2.53999933286597	0
205.263823620044	116.506728320383	ABMA	Adult	10.3460836900838	0
70.2122909249738	249.830409418792	ABMA	Adult	0.12337311535306	0
14.2284456873313	150.736893131398	ABMA	Adult	5.98656001849989	0
3.95666509866714	19.7786135366186	ABMA	Adult	2.39760918926232	0
87.2876946581528	247.117999219336	ABMA	Adult	39.3085962754562	0
292.968703340739	125.671470793895	ABMA	Adult	1.45388205623644	0
49.069135193713	38.6033038375899	ABMA	Adult	10.6815053703042	0
232.427049754187	181.640199688263	ABMA	Adult	1.40216142141633	0
152.71895758342	138.033228437416	ABMA	Adult	0.811918032421586	0
76.3787007657811	295.052598207258	ABMA	Adult	0.624006425939187	0
32.6793387997895	294.15903466288	ABMA	Adult	24.8728139327713	0
267.842107429169	98.3719621784985	ABMA	Adult	4.25269409338252	0
107.567748427391	226.126509974711	ABMA	Adult	6.84140416739665	0
64.1490481328219	26.0757751995698	ABMA	Adult	2.88006609295345	0
234.330588905141	37.691873149015	ABMA	Adult	7.34331918151104	0
123.429112695158	15.7239405903965	ABMA	Adult	1.89444756397186	0
213.189719198272	7.5758627615869	ABMA	Adult	2.72056958866056	0
142.439048504457	282.738542743027	ABMA	Adult	21.4301693039961	0
115.433459426276	8.31842548213899	ABMA	Adult	1.5984246747416	0
153.613366233185	117.674610740505	ABMA	Adult	3.88058654265152	0
139.816314610653	190.756755648181	ABMA	Adult	25.01036426684	0
2.22982750274241	123.240306973457	ABMA	Adult	16.3319131818841	0
137.432213919237	81.0781074687839	ABMA	Adult	4.51069770336085	0
295.235359598882	89.5740148611367	ABMA	Adult	7.86549121847206	0
31.7290507955477	73.7357569858432	ABMA	Adult	1.25413221558592	0
0.0964335864409804	157.141775940545	ABMA	Adult	8.9150206827473	0
68.8508320134133	201.571055687964	ABMA	Adult	11.6924916822294	0
10.00394099392	44.6258355863392	ABMA	Adult	1.31643938931467	0
132.499673520215	11.2405541818589	ABMA	Adult	104.585280006067	0
273.994968342595	289.287295821123	ABMA	Adult	2.28237644144319	0
144.94762213435	12.542998068966	ABMA	Adult	2.26961452120135	0
65.4682051157579	27.0467314403504	ABMA	Adult	9.68754641578902	0
99.3102026637644	126.353959506378	ABMA	Adult	3.07578764511745	0
277.064077975228	275.762934749946	ABMA	Adult	6.02361042316507	0
82.6334851328284	248.299975669943	ABMA	Adult	0.703067085174706	0
117.667700559832	238.818227872252	ABMA	Adult	9.76633787133852	0
119.421228440478	111.211621016264	ABMA	Adult	10.6150408769196	0
210.640576528385	221.366026718169	ABMA	Adult	4.95094377942773	0
31.4177646534517	70.5533623695374	ABMA	Adult	2.3437376646069	0
286.419858061709	290.339695801958	ABMA	Adult	24.7889439155263	0
129.309237306006	289.601124543697	ABMA	Adult	3.32860336297223	0
21.6289111180231	213.066209340468	ABMA	Adult	7.40969460096061	0
156.324548553675	288.963066763245	ABMA	Adult	9.16913406448788	0
152.85912444815	108.465862297453	ABMA	Adult	5.97843308576296	0
251.143652689643	8.17405446432531	ABMA	Adult	14.7155559123049	0
72.6414454635233	141.802302910946	ABMA	Adult	0.779863084464487	0
17.59698393289	4.84593033324927	ABMA	Adult	36.1186523539405	0
219.940099376254	227.805869118311	ABMA	Adult	11.4441861864402	0
87.1517104329541	283.728398289531	ABMA	Adult	5.59703452090877	0
148.506216262467	77.4788253474981	ABMA	Adult	61.360995929169	0
223.525498621166	86.8212474742904	ABMA	Adult	2.89292499995276	0
