X	Y	Species	Type	Diam	Height
248.64	190.11	ABCO	Adult	35.67	0
88.28	275.34	ABCO	Adult	13.55	0
155.03	203.33	ABCO	Adult	10.84	0
277.53	156.66	ABCO	Adult	49.79	0
130.75	149.56	ABCO	Adult	9.12	0
182.31	194.42	ABCO	Adult	9.96	0
3.81	136.31	ABCO	Adult	31.74	0
267.69	93.96	ABCO	Adult	0.9	0
203.51	209.58	ABCO	Adult	6.32	0
269.16	48.77	ABCO	Adult	49.32	0
48.34	153.51	ABCO	Adult	12.56	0
39.6	297.61	ABCO	Adult	17.41	0
286.07	202.01	ABCO	Adult	8.05	0
132.59	267.79	ABCO	Adult	24.41	0
121.63	280.75	ABCO	Adult	5.64	0
216.38	157.91	ABCO	Adult	8.01	0
118.05	113.64	ABCO	Adult	18.89	0
40.92	287.16	ABCO	Adult	31.51	0
286.51	297.97	ABCO	Adult	15.97	0
91.23	218.06	ABCO	Adult	101.11	0
179.17	236.4	ABCO	Adult	3.9	0
29.11	229.73	ABCO	Adult	25.2	0
273.84	125.89	ABCO	Adult	9.86	0
49.24	265.05	ABCO	Adult	37.17	0
217.71	132.51	ABCO	Adult	94.18	0
288.98	285.97	ABCO	Adult	19.75	0
227.24	38.7	ABCO	Adult	9.68	0
127.52	246.07	ABCO	Adult	306.41	0
37.03	249.39	ABCO	Adult	35.51	0
262.08	58.43	ABCO	Adult	63.71	0
96.74	157.34	ABCO	Adult	7.43	0
235.99	224.1	ABCO	Adult	2.28	0
273.32	33.94	ABCO	Adult	22.68	0
233.61	217.95	ABCO	Adult	6.47	0
57.76	193.79	ABCO	Adult	24.16	0
214.87	92.26	ABCO	Adult	44.12	0
282.25	211.9	ABCO	Adult	29.95	0
76.88	245.58	ABCO	Adult	117.4	0
283.54	37.59	ABCO	Adult	83.75	0
65.62	117.75	ABCO	Adult	56.49	0
206.36	299.3	ABCO	Adult	36.22	0
26.14	119.2	ABCO	Adult	1.3	0
298.58	78.57	ABCO	Adult	7.45	0
60.18	251.34	ABCO	Adult	85.05	0
225.55	229.73	ABCO	Adult	21.69	0
206.27	164.72	ABCO	Adult	9.16	0
221.67	118.63	ABCO	Adult	4.59	0
221.74	111.61	ABCO	Adult	34.93	0
122.66	166.63	ABCO	Adult	67.43	0
260.06	211.32	ABCO	Adult	13.27	0
228.75	23.89	ABCO	Adult	3.41	0
143.01	141.51	ABCO	Adult	65.57	0
242.18	292.77	ABCO	Adult	7.2	0
32.33	277.44	ABCO	Adult	14.19	0
118.77	297.99	ABCO	Adult	5.11	0
78.67	265.3	ABCO	Adult	25.57	0
136.14	257.91	ABCO	Adult	39.85	0
289.46	183.92	ABCO	Adult	675.41	0
230.54	160.58	ABCO	Adult	8.61	0
112.62	145.02	ABCO	Adult	41.92	0
106.05	150.44	ABCO	Adult	36.2	0
226.54	289.15	ABCO	Adult	399.11	0
19.77	168.6	ABCO	Adult	2.55	0
159.26	258.38	ABCO	Adult	12.39	0
206.19	21.37	ABCO	Adult	1.93	0
195.02	73.34	ABCO	Adult	8.93	0
293.33	269.63	ABCO	Adult	0.75	0
103.43	114.52	ABCO	Adult	83.45	0
195.81	236.36	ABCO	Adult	4.85	0
49.74	128.91	ABCO	Adult	13.35	0
273.3	49.54	ABCO	Adult	8.41	0
244.8	108.64	ABCO	Adult	5.36	0
100.12	196.7	ABCO	Adult	39.96	0
291.32	211.24	ABCO	Adult	4.1	0
114.69	64.2	ABCO	Adult	30.23	0
134.09	237.65	ABCO	Adult	187.17	0
19.92	192.98	ABCO	Adult	3.02	0
168.02	150	ABCO	Adult	3.44	0
279.59	27.16	ABCO	Adult	27.74	0
292.57	211.25	ABCO	Adult	16.76	0
55.04	80.6	ABCO	Adult	6.52	0
242.73	103.71	ABCO	Adult	2.62	0
79.71	177.84	ABCO	Adult	5.64	0
99.6	242.11	ABCO	Adult	14.1	0
179.66	112.58	ABCO	Adult	3.28	0
237.51	57.47	ABCO	Adult	1.53	0
190.77	82.98	ABCO	Adult	75.29	0
74.38	238.7	ABCO	Adult	133.4	0
185.25	92.89	ABCO	Adult	29.36	0
158.15	256.97	ABCO	Adult	29.84	0
281.73	187.68	ABCO	Adult	1	0
243.84	139.18	ABCO	Adult	45.35	0
267.56	283.67	ABCO	Adult	5.24	0
22.08	215.59	ABCO	Adult	3.82	0
205.23	143.85	ABCO	Adult	3.41	0
216.22	240.44	ABCO	Adult	75.83	0
131.68	286.94	ABCO	Adult	18.92	0
64.06	70.02	ABCO	Adult	30.99	0
167.83	76.71	ABCO	Adult	452.59	0
246.78	161.09	ABCO	Adult	4.45	0
85.23	166.11	ABCO	Adult	12.55	0
66.92	133.6	ABCO	Adult	160.84	0
37.91	106.92	ABCO	Adult	81.98	0
43.37	251.76	ABCO	Adult	26.08	0
277.86	250.46	ABCO	Adult	2.74	0
58.88	227.31	ABCO	Adult	0.84	0
251.47	238.56	ABCO	Adult	72.77	0
77.27	198.01	ABCO	Adult	23.5	0
217.88	20.91	ABCO	Adult	18.18	0
116.04	51.18	CADE	Adult	5.84	0
163.07	176.44	CADE	Adult	1.75	0
165.03	292.92	CADE	Adult	4.98	0
136.65	96.82	CADE	Adult	0.51	0
57.83	88.94	CADE	Adult	8.29	0
25.8	262.06	CADE	Adult	1.54	0
53.54	178.92	CADE	Adult	0.14	0
49.45	133.85	CADE	Adult	0.74	0
153.56	251.66	CADE	Adult	2.99	0
108.34	154.96	CADE	Adult	0.6	0
239.5	208.78	CADE	Adult	0.43	0
95.33	69.68	CADE	Adult	7.91	0
75.4	91.73	CADE	Adult	0.22	0
249.85	205.6	CADE	Adult	0.55	0
26.9	279.27	CADE	Adult	0.57	0
144.95	199.1	CADE	Adult	3.89	0
159.82	74.22	CADE	Adult	0.38	0
244.75	210.62	CADE	Adult	0.73	0
53.84	250.61	CADE	Adult	2.55	0
282.26	292.83	CADE	Adult	0.74	0
81.78	119.83	CADE	Adult	3.79	0
13.82	159.14	CADE	Adult	2.11	0
15.01	264.45	CADE	Adult	2.16	0
9.63	281.57	PIJE	Adult	194.57	0
22.09	288.52	PIJE	Adult	71.66	0
286.44	177.14	PIJE	Adult	56	0
199.17	228	PIJE	Adult	1.61	0
108.26	271.91	PIJE	Adult	30.72	0
177.23	110.11	PIJE	Adult	7.01	0
213.72	44.12	PIJE	Adult	49.92	0
266.86	207.22	PIJE	Adult	7.01	0
154.16	92.19	PIJE	Adult	2.79	0
85.55	89.84	PIJE	Adult	1.66	0
275.97	91.98	PIJE	Adult	10.64	0
144.47	141.62	PIJE	Adult	44.69	0
117.37	87.27	PIJE	Adult	28.13	0
154.15	298.06	PIJE	Adult	11.35	0
219.11	103.53	PIJE	Adult	29.88	0
27.9	235.57	PIJE	Adult	86.97	0
3.98	127.07	PIJE	Adult	32.84	0
127.09	162.47	PIJE	Adult	23.41	0
203.5	245.67	PIJE	Adult	2.34	0
223.87	204.67	PIJE	Adult	14.77	0
132.17	78.22	PIJE	Adult	4.08	0
217.42	176.68	PIJE	Adult	8.77	0
259.03	155.74	PIJE	Adult	3.73	0
207.91	219.73	PIJE	Adult	6.86	0
136.16	168.72	PIJE	Adult	26.17	0
189.48	89.44	PIJE	Adult	38.53	0
14.71	257.3	PIJE	Adult	13.99	0
243.92	215.08	PIJE	Adult	49.37	0
16.39	100.6	PIJE	Adult	28.03	0
18.39	195.54	PIJE	Adult	15.22	0
230.02	48.52	PIJE	Adult	102.71	0
69.47	111.6	PIJE	Adult	98.7	0
113.24	147.8	PIJE	Adult	20.19	0
220.25	266.45	PIJE	Adult	278.71	0
268.8	226.37	PIJE	Adult	12.44	0
195.36	282.26	PIJE	Adult	12.36	0
132.91	107.07	PIJE	Adult	1.92	0
129.63	112.81	PIJE	Adult	26.21	0
210.42	158.88	PIJE	Adult	15.18	0
121.93	136.08	PIJE	Adult	28.57	0
98.74	251.44	PIJE	Adult	13.88	0
74.75	202.83	PIJE	Adult	15.07	0
292.19	72.64	PIJE	Adult	11.27	0
44.32	53.27	PIJE	Adult	6.99	0
296.2	119.98	PIJE	Adult	10.66	0
169.55	166.69	PIJE	Adult	16.77	0
257.67	152.59	PIJE	Adult	7.24	0
201.35	101.88	PIJE	Adult	14.18	0
205.83	225.59	PIJE	Adult	12.09	0
63.44	233.79	PIJE	Adult	4.66	0
267.25	282.27	PIJE	Adult	100.03	0
212.75	106.56	PIJE	Adult	7.31	0
278.06	114.18	PIJE	Adult	18.02	0
275.34	291.71	PIJE	Adult	12.42	0
257.67	129.35	PIJE	Adult	68.85	0
63.42	170.12	PIJE	Adult	2.91	0
69.77	205.09	PIJE	Adult	4.31	0
93.14	279.47	PIJE	Adult	18.7	0
192.83	216.9	PIJE	Adult	60.65	0
218.87	36.77	PIJE	Adult	10.22	0
149.24	251.95	PIJE	Adult	11.67	0
92.05	67.08	PIJE	Adult	24.75	0
268.45	13.56	PIJE	Adult	27.08	0
24.41	288.49	PIJE	Adult	31.65	0
214.53	91.65	PIJE	Adult	10.69	0
124.41	245.16	PIJE	Adult	1.29	0
78.04	215.59	PIJE	Adult	16.91	0
279.92	50.68	PIJE	Adult	2.88	0
144.39	205.64	PIJE	Adult	14.16	0
295.19	63.88	PIJE	Adult	12.23	0
13.94	227.65	PIJE	Adult	4.5	0
76	126.59	PIJE	Adult	6.26	0
245.73	165.58	PIJE	Adult	34.93	0
145.99	279.01	PIJE	Adult	6.05	0
104.97	276.48	PIJE	Adult	10.12	0
6.33	179.42	PIJE	Adult	10.6	0
298.47	109.24	PIJE	Adult	9.04	0
83.41	169.32	PIJE	Adult	7.86	0
195.46	175.23	PIJE	Adult	1.53	0
142.85	181.75	PIJE	Adult	7.13	0
160.43	99.04	PIJE	Adult	68.87	0
65.45	176.27	PIJE	Adult	21.58	0
250.36	69.11	PIJE	Adult	52.99	0
205.62	251.23	PIJE	Adult	7.96	0
187.06	257.34	PIJE	Adult	7.41	0
232.04	147.99	PIJE	Adult	23.87	0
263.42	149.67	PIJE	Adult	5.26	0
166.82	202.6	PIJE	Adult	13.28	0
210.21	156.68	PIJE	Adult	15.59	0
6.21	282.67	PIJE	Adult	3.9	0
54.25	53.37	PIJE	Adult	14.55	0
170.99	64.14	PIJE	Adult	15.81	0
252.06	9.32	PIJE	Adult	7.51	0
274.27	143.02	PIJE	Adult	12.38	0
3.43	218.46	PIJE	Adult	50.01	0
21.53	52.31	PIJE	Adult	14.97	0
55.81	165.31	PIJE	Adult	12.79	0
9.22	248.26	PIJE	Adult	14.07	0
59.37	217.92	PIJE	Adult	7.39	0
223.81	280.48	PIJE	Adult	18.33	0
30.12	166.07	PIJE	Adult	116.01	0
94.43	181	PIJE	Adult	13.38	0
24.24	270.42	PIJE	Adult	15.66	0
38.54	155.53	PIJE	Adult	10.81	0
218.36	125.18	PIJE	Adult	7.26	0
254.1	78.91	PIJE	Adult	176.3	0
216.12	165.44	PIJE	Adult	2.45	0
104.59	214.95	PIJE	Adult	21.31	0
144.13	261.56	PIJE	Adult	14.18	0
165.38	137.12	PIJE	Adult	18.43	0
264.28	177.29	PIJE	Adult	19.13	0
169.04	165.57	PIJE	Adult	10.49	0
274.87	134.92	PIJE	Adult	36.94	0
44.97	150.47	PIJE	Adult	43.96	0
289.2	151.36	PIJE	Adult	42.84	0
101.73	276.6	PIJE	Adult	44.96	0
288.97	176.42	PIJE	Adult	17.94	0
91.04	174.04	PIJE	Adult	11.55	0
62.08	213.03	PIJE	Adult	2.49	0
200.79	123.56	PIJE	Adult	45.45	0
281.26	112.5	PIJE	Adult	19.27	0
174.24	157.39	PIJE	Adult	40.12	0
110.9	105.56	PIJE	Adult	25	0
256.99	123.59	PIJE	Adult	31.53	0
174.78	129.45	PIJE	Adult	11.63	0
148.76	122.55	PIJE	Adult	1.23	0
128.29	93.82	PIJE	Adult	1.16	0
44.31	152.56	PIJE	Adult	0.94	0
208.5	156.11	PIJE	Adult	10.09	0
157.09	252.97	PIJE	Adult	11.1	0
283.65	21.08	PIJE	Adult	153.67	0
237.76	190.1	PIJE	Adult	83.72	0
8.98	68.75	PIJE	Adult	5.57	0
177.6	187.33	PIJE	Adult	7.09	0
230.4	224.12	PIJE	Adult	15.53	0
55.19	223.1	PIJE	Adult	97	0
267.27	120.83	PIJE	Adult	73.15	0
6.01	133.59	PIJE	Adult	9.77	0
60.55	52.43	PIJE	Adult	6.63	0
275.73	145.84	PIJE	Adult	0.85	0
60.79	189.88	PIJE	Adult	18.49	0
190.33	126.75	PIJE	Adult	19.21	0
65.07	218.49	PIJE	Adult	14.22	0
241.96	8.67	PIJE	Adult	6.39	0
52.35	230.41	PIJE	Adult	5.76	0
189.2	99.52	PIJE	Adult	99.24	0
221.67	39.2	PIJE	Adult	12.99	0
76.66	103.98	PIJE	Adult	3.36	0
220.6	76.19	PIJE	Adult	30.62	0
221.45	182.45	PIJE	Adult	8.16	0
217.26	51.44	PIJE	Adult	1.4	0
226.76	247.68	PIJE	Adult	12.26	0
