X	Y	Species	Type	Diam	Height
58.911	230.693	ABCO	Adult	28.033	0
218.566	218.933	ABCO	Adult	10.421	0
144.937	153.006	ABCO	Adult	39.526	0
196.34	257.504	ABCO	Adult	1.452	0
8.431	247.409	ABCO	Adult	8.928	0
38.974	31.516	ABCO	Adult	60.639	0
267.425	214.867	ABCO	Adult	10.68	0
133.719	219.544	ABCO	Adult	7.466	0
171.778	131.588	ABCO	Adult	5.726	0
30.103	28.18	ABCO	Adult	27.571	0
202.677	8.476	ABCO	Adult	4.687	0
219.954	174.656	ABCO	Adult	7.768	0
13.659	29.945	ABCO	Adult	10.63	0
232.091	145.589	ABCO	Adult	10.194	0
296.956	197.884	ABCO	Adult	29.296	0
6.848	150.799	ABCO	Adult	16.386	0
76.768	123.64	ABCO	Adult	43.491	0
201.82	170.07	ABCO	Adult	29.873	0
285.643	0.638	ABCO	Adult	5.78	0
164.677	284.376	ABCO	Adult	6.215	0
295.304	62.032	ABCO	Adult	31.873	0
22.48	247.369	ABCO	Adult	9.471	0
55.644	147.837	ABCO	Adult	2.44	0
105.601	81.855	ABCO	Adult	28.844	0
298.637	155.687	ABCO	Adult	4.599	0
144.96	94.229	ABCO	Adult	1.971	0
211.645	158.529	ABCO	Adult	4.538	0
68.085	144.96	ABCO	Adult	24.445	0
41.708	156.52	ABCO	Adult	11.259	0
111.015	149.79	ABCO	Adult	12.609	0
236.392	3.878	ABCO	Adult	27.869	0
21.708	277.091	ABCO	Adult	3.661	0
288.949	7.546	ABCO	Adult	12.984	0
205.281	279.884	ABCO	Adult	5.73	0
204.825	144.227	ABCO	Adult	3.745	0
243.683	129.84	ABCO	Adult	6.274	0
185.809	9.843	ABCO	Adult	5.917	0
104.693	107.369	ABCO	Adult	10.936	0
26.896	147.917	ABCO	Adult	6.104	0
112.208	134.48	ABCO	Adult	4.716	0
265.946	75.802	ABCO	Adult	6.083	0
14.199	52.713	ABCO	Adult	10.811	0
204.968	79.157	ABCO	Adult	34.538	0
158.955	29.721	ABCO	Adult	9.526	0
108.436	40.764	ABCO	Adult	18.24	0
76.988	296.963	ABCO	Adult	1.888	0
179.515	69.016	ABCO	Adult	4.183	0
104.089	173.775	ABCO	Adult	19.74	0
133.579	177.986	ABCO	Adult	24.042	0
296.693	151.24	ABCO	Adult	8.132	0
182.01	6.926	ABCO	Adult	6.226	0
270.865	86.082	ABCO	Adult	6.113	0
22.128	270.3	ABCO	Adult	8.723	0
68.506	60.342	ABCO	Adult	13.608	0
27.982	123.384	ABCO	Adult	3.134	0
63.436	145.795	ABCO	Adult	8.022	0
137.911	45.17	ABCO	Adult	27.052	0
204.273	136.408	ABCO	Adult	7.272	0
162.803	270.636	ABCO	Adult	14.891	0
31.87	76.008	ABCO	Adult	1.659	0
98.391	71.697	ABCO	Adult	42.957	0
35.854	263.801	ABCO	Adult	2.149	0
251.064	74.933	ABCO	Adult	32.397	0
248.382	73.926	ABCO	Adult	8.22	0
228.048	30.364	ABCO	Adult	0.769	0
94.246	228.612	ABCO	Adult	20.691	0
239.441	156.567	ABCO	Adult	5.781	0
47.841	237.802	ABCO	Adult	40.81	0
143.19	235.072	ABCO	Adult	0.995	0
87.714	131.458	ABCO	Adult	15.875	0
260.08	82.114	ABCO	Adult	16.967	0
7.041	123.27	ABCO	Adult	55.161	0
270.987	283.261	ABCO	Adult	1.974	0
236.879	3.431	ABCO	Adult	5.808	0
146.171	161.98	ABCO	Adult	26.452	0
142.746	198.036	ABCO	Adult	7.31	0
289.477	241.625	ABCO	Adult	4.316	0
218.776	134.756	ABCO	Adult	0.951	0
97.25	46.732	ABCO	Adult	1.561	0
21.311	49.558	ABCO	Adult	34.575	0
76.457	282.09	ABCO	Adult	2.188	0
284.231	268.13	ABCO	Adult	7.346	0
132.083	71.143	ABCO	Adult	2.521	0
57.938	263.23	ABCO	Adult	12.753	0
28.563	146.989	ABCO	Adult	1.266	0
197.521	278.798	ABCO	Adult	57.441	0
203.941	251.637	ABCO	Adult	2.466	0
6.038	204.799	ABCO	Adult	1.495	0
142.096	26.615	ABCO	Adult	16.365	0
67.636	42.928	ABCO	Adult	2.402	0
126.76	282.525	ABCO	Adult	2.009	0
269.5	95.073	ABCO	Adult	61.906	0
132.677	280.514	ABCO	Adult	17.692	0
7.386	200.722	ABCO	Adult	3.596	0
34.17	246.459	ABCO	Adult	58.91	0
115.587	210.913	ABCO	Adult	9.875	0
234.041	53.061	ABCO	Adult	4.517	0
84.71	56.514	ABCO	Adult	18.104	0
256.594	229.06	ABCO	Adult	6.154	0
251.02	227.719	ABCO	Adult	3.317	0
235.474	287.757	ABCO	Adult	5.278	0
154.142	294.172	ABCO	Adult	2.566	0
265.592	147.408	ABCO	Adult	24.479	0
286.183	36.841	ABCO	Adult	15.57	0
22.769	80.246	ABCO	Adult	10.962	0
117.305	13.18	ABCO	Adult	33.504	0
104.095	37.982	ABCO	Adult	24.036	0
57.619	100.8	ABCO	Adult	8.941	0
150.719	56.215	ABCO	Adult	16.479	0
9.314	122.439	ABCO	Adult	4.897	0
235.067	73.917	ABCO	Adult	2.095	0
36.504	198.042	ABCO	Adult	8.45	0
36.123	219.347	ABCO	Adult	9.797	0
123.376	2.769	ABCO	Adult	26.309	0
149.973	211.313	ABCO	Adult	21.428	0
22.798	235.085	ABCO	Adult	7.852	0
211.752	290.819	ABCO	Adult	44.568	0
106.566	241.695	ABCO	Adult	16.097	0
139.514	216.98	ABCO	Adult	6.102	0
289.308	98.943	ABCO	Adult	1.186	0
210.734	190.893	ABCO	Adult	14.256	0
37.278	60.764	ABCO	Adult	3.86	0
5.035	283.033	ABCO	Adult	28.032	0
260.856	295.173	ABCO	Adult	4.948	0
47.95	261.702	ABCO	Adult	6.118	0
218.86	74.537	ABCO	Adult	7.402	0
176.441	45.087	ABCO	Adult	14.874	0
74.832	102.128	ABCO	Adult	1.096	0
95.391	281.596	ABCO	Adult	41.475	0
256.95	13.902	ABCO	Adult	8.535	0
248.516	151.621	ABCO	Adult	6.822	0
79.386	196.942	ABCO	Adult	30.279	0
59.043	136.192	ABCO	Adult	1.312	0
104.992	10.166	ABCO	Adult	2.689	0
200.762	273.468	ABCO	Adult	3.576	0
257.832	250.795	ABCO	Adult	13.816	0
250.686	46.247	ABCO	Adult	2.524	0
290.363	240.187	ABCO	Adult	3.014	0
24.27	48.182	ABCO	Adult	0.966	0
259.136	142.626	ABCO	Adult	17.385	0
139.408	267.319	ABCO	Adult	4.258	0
204.206	289.921	ABCO	Adult	6.449	0
139.689	54.866	ABCO	Adult	14.066	0
164.273	56.567	ABCO	Adult	1.851	0
135.851	145.513	ABCO	Adult	2.099	0
146.975	258.101	ABCO	Adult	5.728	0
227.647	180.857	ABCO	Adult	14.172	0
109.781	130.971	ABCO	Adult	4.437	0
73.382	182.939	ABCO	Adult	2.187	0
77.538	287.375	ABCO	Adult	2.397	0
91.238	97.864	ABCO	Adult	10.807	0
260.928	138.032	ABCO	Adult	2.697	0
65.003	279.656	ABCO	Adult	7.237	0
113.615	28.708	ABCO	Adult	3.885	0
182.354	58.94	ABCO	Adult	48.314	0
143.904	73.953	ABCO	Adult	3.657	0
30.126	264.065	ABCO	Adult	23.868	0
129.389	170.124	ABCO	Adult	1.839	0
157.004	118.802	ABCO	Adult	4.416	0
82.82	154.799	ABCO	Adult	0.289	0
148.66	167.675	ABCO	Adult	18.667	0
187.591	116.706	ABCO	Adult	6.676	0
81.212	278.56	ABCO	Adult	7.521	0
64.254	51.826	ABCO	Adult	12.344	0
92.016	2.672	ABCO	Adult	20.268	0
181.758	249.208	ABCO	Adult	5.53	0
127.029	62.017	ABCO	Adult	28.446	0
11.967	173.358	ABCO	Adult	13.239	0
218.334	240.704	ABCO	Adult	39.531	0
203.067	193.184	ABCO	Adult	6.085	0
296.453	236.456	ABCO	Adult	1.207	0
224.668	193.243	ABCO	Adult	3.681	0
15.091	191.728	ABCO	Adult	3.715	0
88.257	283.999	ABCO	Adult	5.473	0
1.644	293.074	ABCO	Adult	4.589	0
220.392	194.346	ABCO	Adult	4.696	0
9.788	190.385	ABCO	Adult	3.357	0
137.864	177.528	ABCO	Adult	21.305	0
75.652	83.026	ABCO	Adult	3.727	0
121.267	133.06	ABCO	Adult	7.542	0
278.081	165.267	ABCO	Adult	3.231	0
243.895	12.454	ABCO	Adult	26.189	0
98.695	291.645	ABCO	Adult	0.698	0
216.827	186.705	ABCO	Adult	21.55	0
215.659	276.555	ABCO	Adult	2.161	0
250.097	244.28	ABCO	Adult	2.048	0
90.257	274.443	ABCO	Adult	36.045	0
97.092	128.508	ABCO	Adult	17.833	0
151.656	53.598	ABCO	Adult	0.543	0
248.305	69.352	ABCO	Adult	18.313	0
299.327	152.502	ABCO	Adult	9.774	0
147.205	58.289	ABCO	Adult	31.954	0
288.806	154.001	ABCO	Adult	13.314	0
219.83	52.217	ABCO	Adult	23.075	0
9.771	218.591	ABCO	Adult	6.856	0
236.277	206.481	ABCO	Adult	3.368	0
180.062	5.695	ABCO	Adult	10.352	0
178.186	121.134	ABCO	Adult	12.797	0
238.777	173.8	ABCO	Adult	40.52	0
64.887	69.492	ABCO	Adult	10.829	0
34.846	183.04	ABCO	Adult	57.586	0
198.999	88.804	ABCO	Adult	12.601	0
220.799	0.599	ABCO	Adult	3.713	0
227.088	278.043	ABCO	Adult	3.213	0
253.992	250.862	ABCO	Adult	10.266	0
250.696	16.78	ABCO	Adult	0.424	0
128.474	39.39	ABCO	Adult	3.012	0
77.177	250.6	ABCO	Adult	1.975	0
293.366	92.568	ABCO	Adult	10.782	0
280.383	118.161	ABCO	Adult	27.4	0
117.96	203.921	ABCO	Adult	17.937	0
167.228	68.551	ABCO	Adult	4.985	0
218.582	64.368	ABCO	Adult	53.591	0
21.285	155.39	ABCO	Adult	0.625	0
104.723	120.881	ABCO	Adult	2.764	0
207.756	177.611	ABCO	Adult	37.743	0
204.386	157.751	ABCO	Adult	5.766	0
131.173	29.766	ABCO	Adult	6.994	0
44.288	36.166	ABCO	Adult	0.559	0
11.06	248.239	ABCO	Adult	2.787	0
120.966	119.245	ABCO	Adult	0.54	0
126.561	149.044	ABCO	Adult	8.751	0
112.353	223.34	ABCO	Adult	37.815	0
270.086	32.477	ABCO	Adult	2.956	0
144.335	156.669	ABCO	Adult	17.979	0
78.424	223.027	ABCO	Adult	9.665	0
63.247	2.535	ABCO	Adult	2.194	0
214.027	127.733	ABCO	Adult	26.557	0
14.088	192.686	ABCO	Adult	27.569	0
131.202	198.967	ABCO	Adult	16.57	0
1.096	117.627	ABCO	Adult	5.323	0
247.256	127.648	ABCO	Adult	17.544	0
125.946	106.64	ABCO	Adult	19.22	0
218.952	84.258	ABCO	Adult	1.135	0
244.092	192.669	ABCO	Adult	3.24	0
245.575	152.854	ABCO	Adult	11.001	0
142.493	128.443	ABCO	Adult	26.411	0
7.067	64.342	ABCO	Adult	17.355	0
138.89	205.223	ABCO	Adult	15.055	0
131.533	163.429	ABCO	Adult	2.691	0
186.671	274.313	ABCO	Adult	1.841	0
16.358	216.467	ABCO	Adult	14.781	0
243.257	270.677	ABCO	Adult	12.036	0
278.498	22.55	ABCO	Adult	22.826	0
83.889	129.878	ABCO	Adult	8.163	0
174.53	195.095	ABCO	Adult	15.271	0
124.781	1.8	ABCO	Adult	36.449	0
187.11	73.724	ABCO	Adult	5.073	0
15.334	79.535	ABCO	Adult	16.432	0
251.578	293.308	ABCO	Adult	3.33	0
12.877	192.394	ABCO	Adult	3.038	0
19.389	246.722	ABCO	Adult	19.137	0
124.914	59.04	ABCO	Adult	6.346	0
64.065	212.383	ABCO	Adult	17.008	0
149.509	176.989	ABCO	Adult	7.528	0
250.802	119.403	ABCO	Adult	24.462	0
221.083	15.864	ABCO	Adult	8.217	0
87.916	120.147	ABCO	Adult	8.89	0
297.749	88.854	ABCO	Adult	3.468	0
273.792	197.371	ABCO	Adult	6.327	0
56.716	236.986	ABCO	Adult	2.641	0
213.909	48.663	ABCO	Adult	10.755	0
180.368	244.276	ABCO	Adult	1.173	0
232.686	58.863	ABCO	Adult	29.608	0
205.014	32.731	ABCO	Adult	3.038	0
