X	Y	Species	Type	Diam	Height
216.436	24.584	ABCO	Adult	2.724	0
288.11	126.374	ABCO	Adult	5.925	0
151.518	14.916	ABCO	Adult	6.139	0
233.704	60.431	ABCO	Adult	6.953	0
38.524	286.567	ABCO	Adult	6.075	0
196.426	67.979	ABCO	Adult	7.089	0
224.469	148.325	ABCO	Adult	14.889	0
78.263	202.913	ABCO	Adult	12.399	0
3.207	3.388	ABCO	Adult	4.72	0
46.008	31.966	ABCO	Adult	5.235	0
79.587	96.639	ABCO	Adult	0.752	0
239.406	82.208	ABCO	Adult	0.468	0
22.785	129.962	ABCO	Adult	35.562	0
59.232	109.568	ABCO	Adult	9.667	0
137.635	57.034	ABCO	Adult	2.644	0
68.235	0.74	ABCO	Adult	3.519	0
237.59	47.685	ABCO	Adult	5.14	0
16.129	221.088	ABCO	Adult	3.503	0
140.031	287.51	ABCO	Adult	0.816	0
114.53	186.677	ABCO	Adult	5.099	0
249.463	0.796	ABCO	Adult	22.82	0
298.629	240.846	ABCO	Adult	24.963	0
200.167	86.378	ABCO	Adult	0.275	0
218.582	258.544	ABCO	Adult	3.462	0
107.059	114.855	ABCO	Adult	8.876	0
172.931	96.344	ABCO	Adult	6.71	0
190.726	247.43	ABCO	Adult	7.391	0
299.934	205.288	ABCO	Adult	22.443	0
250.399	68.868	ABCO	Adult	2.424	0
258.466	242.233	ABCO	Adult	5.998	0
54.515	19.71	ABCO	Adult	8.81	0
63.944	233.965	ABCO	Adult	0.882	0
284.761	77.546	ABCO	Adult	10.803	0
266.959	142.275	ABCO	Adult	4.504	0
194.654	164.604	ABCO	Adult	5.61	0
92.889	215.455	ABCO	Adult	6.245	0
200.499	221.108	ABCO	Adult	12.998	0
6.417	162.819	ABCO	Adult	21.579	0
80.432	35.845	ABCO	Adult	1.565	0
101.135	271.719	ABCO	Adult	5.269	0
88.044	50.659	ABCO	Adult	7.376	0
155.593	154.545	ABCO	Adult	4.768	0
296.614	213.909	ABCO	Adult	29.142	0
13.352	6.196	ABCO	Adult	0.383	0
156.936	137.653	ABCO	Adult	0.314	0
65.442	264.627	ABCO	Adult	18.221	0
182.908	80.646	ABCO	Adult	3.907	0
130.987	229.671	ABCO	Adult	4.478	0
114.449	136.706	ABCO	Adult	13.119	0
284.365	22.905	ABCO	Adult	3.815	0
99.266	9.712	ABCO	Adult	18.014	0
12.918	238.123	ABCO	Adult	3.712	0
180.428	263.057	ABCO	Adult	5.657	0
11.547	176.139	ABCO	Adult	4.323	0
191.644	224.253	ABCO	Adult	1.538	0
80.417	127.567	ABCO	Adult	3.612	0
175.992	142.581	ABCO	Adult	5.455	0
40.32	223.828	ABCO	Adult	9.081	0
287.065	153.14	ABCO	Adult	3.42	0
34.959	229.991	ABCO	Adult	2.067	0
136.18	264.45	ABCO	Adult	29.301	0
195.055	31.444	ABCO	Adult	3.645	0
119.835	225.544	ABCO	Adult	5.519	0
31.688	43.394	ABCO	Adult	4.825	0
270.231	124.69	ABCO	Adult	4.898	0
264.956	19.041	ABCO	Adult	3.904	0
226.4	117.046	ABCO	Adult	7.912	0
285.765	81.518	ABCO	Adult	50.88	0
236.662	24.152	ABCO	Adult	10.412	0
3.458	256.757	ABCO	Adult	16.081	0
48.745	187.781	ABCO	Adult	1.619	0
173.793	165.299	ABCO	Adult	7.043	0
245.186	91.201	ABCO	Adult	8.463	0
7.795	181.773	ABCO	Adult	3.077	0
103.671	10.926	ABCO	Adult	4.259	0
132.074	30.926	ABCO	Adult	1.123	0
17.079	295.656	ABCO	Adult	0.199	0
262.363	48.972	ABCO	Adult	19.309	0
109.679	182.268	ABCO	Adult	11.156	0
50.43	117.071	ABCO	Adult	3.803	0
219.742	173.518	ABCO	Adult	7.72	0
113.083	135.078	ABCO	Adult	5.886	0
71.779	148.631	ABCO	Adult	3.527	0
231.631	290.867	ABCO	Adult	9.772	0
78.679	138.659	ABCO	Adult	7.969	0
227.778	92.641	ABCO	Adult	7.425	0
165.204	166.972	ABCO	Adult	7.783	0
13.329	161.368	ABCO	Adult	20.295	0
101.084	49.072	ABCO	Adult	3.63	0
54.6	235.103	ABCO	Adult	2.768	0
205.552	176.349	ABCO	Adult	25.085	0
116.846	168.694	ABCO	Adult	1.893	0
26.474	141.874	ABCO	Adult	0.829	0
129.095	18.235	ABCO	Adult	8.461	0
93.351	112.405	ABCO	Adult	5.843	0
274.766	102.88	ABCO	Adult	5.704	0
212.847	287.695	ABCO	Adult	8.226	0
161.577	248.362	ABCO	Adult	8.162	0
97.992	103.825	ABCO	Adult	5.269	0
182.096	23.307	ABCO	Adult	32.481	0
214.111	143.766	ABCO	Adult	10.431	0
117.649	183.042	ABCO	Adult	2.155	0
51.802	56.231	ABCO	Adult	32.457	0
18.776	297.705	ABCO	Adult	6.264	0
271.142	99.635	ABCO	Adult	3.63	0
42.127	158.713	ABCO	Adult	2.581	0
52.564	181.27	ABCO	Adult	24.115	0
220.174	199.43	ABCO	Adult	2.731	0
278.298	13.04	ABCO	Adult	52.439	0
279.631	155.555	ABCO	Adult	19.631	0
112.423	179.671	ABCO	Adult	5.24	0
201.334	138.607	ABCO	Adult	11.142	0
205.137	285.292	ABCO	Adult	4.415	0
156.559	201.395	ABCO	Adult	3.103	0
142.833	199.772	ABCO	Adult	6.915	0
146.684	272.404	ABCO	Adult	4.608	0
21.359	249.726	ABCO	Adult	29.634	0
240.374	138.125	ABCO	Adult	15.159	0
199.648	264.595	ABCO	Adult	17.944	0
21.587	154.089	ABCO	Adult	0.291	0
163.679	268.779	ABCO	Adult	19	0
192.109	158.337	ABCO	Adult	3.842	0
165.227	102.834	ABCO	Adult	1.065	0
3.006	61.127	ABCO	Adult	8.743	0
191.857	157.463	ABCO	Adult	5.374	0
271.815	72.313	ABCO	Adult	19.472	0
103.474	118.831	ABCO	Adult	20.795	0
40.139	129.941	ABCO	Adult	7.078	0
76.391	221.803	ABCO	Adult	1.476	0
44.146	44.176	ABCO	Adult	13.638	0
113.821	81.435	ABCO	Adult	1.161	0
115.553	222.075	ABCO	Adult	18.675	0
174.193	95.011	ABCO	Adult	16.252	0
245.541	17.856	ABCO	Adult	6.631	0
